ch_0,ch_1,ch_2,ch_3,ch_4,ch_5
0.8465953115207872,0.9148369581407848,0.8583472710486147,0.956935782941388,0.9635506330178971,0.8906085273273514
0.9500777589587877,0.95775035738943,0.8242531742863565,0.7905500065934684,0.765027811102171,0.6963082755484968
0.9470447781183136,0.7218575443683132,-0.49894001777592756,-1.4363092979630885,-1.5089041869099882,-1.3703439208399515
-1.0537888271165814,-1.5403325449779022,0.7075175411987169,0.7235270701567276,0.21013316964263196,0.301476893774384
0.7344979267237591,0.4231665030051516,1.1926693396174053,0.8535820179814557,0.9386746750704288,0.9722486912321299
0.8685427132574587,0.9032334335232531,0.9856922921979563,0.8704847532346893,0.4959116679199029,0.18675197350964418
0.8377988381094501,0.8674657092043363,0.16149054983107858,-0.911668415568087,-1.20812369338357,0.06488411814291739
0.6851024543168682,0.6395822059385092,-0.10282185009358435,1.055851898732589,0.656140928866466,0.9404422787614617
0.09265375717911939,0.6246677620929384,0.5395128756574851,1.0363763773819457,0.9984573492746911,0.8862207748047723
0.12242977437955338,1.1612870918159444,-0.03749430074463489,-0.5411532244235883,0.4408391921158606,1.1368117153720982
0.9016293591682043,0.3280473456767927,-0.2010899046578195,1.0811456760339009,0.9546345915990654,0.9038595657491986
0.9833109130523681,0.08534957994045334,0.8322230781069029,0.993738106561311,0.30941589334749625,-0.7348593321449307
0.47144721278929247,0.037257175310149215,0.19390197597535613,-0.5800843523603632,-0.9170131815418358,1.04548399212413
-0.1629309987794922,0.5318437135449541,0.803167594966347,0.979100383163997,0.7613219297857763,0.960499751257075
0.9339040615690992,0.8311579652686687,-0.11171540347348574,0.3731126205704398,1.1410555543437444,0.8996686778882406
0.7884474357691709,-0.3101050103723163,0.18547944667352895,0.7542912446973101,0.9463601592700652,0.9921906179898354
-1.4679414462822074,0.4563868120387024,1.0077957963908812,0.43246970831825055,-0.8075052495209822,-0.7630249528120724
0.1412902150354461,1.2338039410966468,0.5380018999315315,-0.8583174415399358,1.0241575024552203,0.7772552757182118
0.9358949178944804,0.9818173386889055,-0.5091922464895561,1.0040038876998503,1.028441835061089,0.8802884070094019
0.9011982682471456,0.4048429063348142,0.7110280538541448,0.9994124589714483,0.7268803072098992,1.109883965696717
-1.4116972996652475,-1.1308374886572996,-0.2687442494162763,-0.6842835465840299,-1.5827340791507116,0.06197005053457527
0.34144679935027555,0.7189557020099612,0.9637537674940825,0.7129404147527081,0.5093477012950021,1.0337004415477415
0.9600893952397869,0.9545889859766,1.0321837338004798,0.7624269620469142,0.7854465399950815,0.8923488896038647
-0.044857742580032056,-0.385160109771297,0.6240235569589596,1.0058791187441725,0.5474502936809058,0.722475414203603
0.9391675219363996,0.9501067075863655,0.8762592954721702,1.0425140842329275,0.2690997423063113,0.14716660006437166
-0.07813805034116339,0.643000912807718,-0.2404424458485504,1.02332039243141,0.55681439944136,0.4016021881415136
0.9443496601681682,0.6747888392507045,0.7085678968904614,0.6210413997995061,0.9026508474802503,0.37208222881270725
0.20471241948046515,-0.9397693565309314,-0.9028150016404357,-1.0561194714787228,1.2962546568966882,0.0667170071737514
0.6788788673590845,0.970693723308001,0.7111336633090302,0.6928263972278922,0.7095892663999741,0.13158537821892202
-0.8729410474940509,0.7607291152831501,1.0369217028433395,0.7064971378921849,0.18119863736393038,0.1724939201950788
0.7105284041242181,0.9828637543520649,0.9783211508858181,0.7371139707169493,0.30054571882853415,0.6305769233286556
0.5214009379735807,0.8398391756093715,0.4839864787992385,1.0338575869843314,0.09620161767843805,0.3511522209296175
0.05304735425132101,0.8446718715106578,-0.3168532950024461,1.3116743187457232,0.33263466480511866,0.576976257059019
-0.05852348183980616,1.3104769119423034,0.7151077016225944,1.1106763759552463,0.5499698113940812,0.1698749725975376
0.8054115058232172,0.9503195345673061,0.07885009851286506,-0.2587223985936544,1.060166132843717,0.2934774437160397
0.6561999292353018,0.7765705645537333,0.10836615722855153,0.9842999989621223,0.6512971286198779,0.07401446984731908
0.03796576545572117,0.7284007611035159,0.1936350899478207,0.38304151379128015,0.8968776549269392,0.2979445234026739
-0.436840212338462,1.2627405104800669,0.31734082599241087,0.3709186295279516,0.9660737840691752,0.134649430892419
0.6387167575632324,0.8136585204853722,-0.7140311597815154,0.006612405560771417,1.0723114605001585,0.21121314092274746
0.11354559443269319,0.6174155961421326,0.8949136513438752,0.9994716122092868,0.5737645630031729,0.07040549435882482
0.288513070566509,1.1287922556751453,0.07622788949335735,0.8376668301635211,0.6666336016542216,0.30954308120185836
